,gl,eu,cbam
BGR_HEA+,0.0,0.0,0.0
BGR_MANfoo,0.0,0.0,0.0
BGR_MANmet,0.544828174352638,-0.07592649193602537,-0.2001409620070895
BGR_MANpri,0.0,0.0,0.0
BGR_MANwoo,0.0,0.0,0.0
BGR_PROleg,0.0,0.0,0.0
BGR_PUB+,0.0,0.0,0.0
BGR_RES+,0.0,0.0,0.0
BGR_TRAinl,0.7699923764604416,-0.25424643145363274,-0.2497132551414184
BGR_TRDmot,1.367144003141898,0.5526111130936292,1.6381070129830488
BRA_ADM+,0.005733344733777904,0.0,0.0
BRA_AGRagr,-0.014190483591912138,0.0026278673318357424,-0.0005255734663669547
BRA_CNS+,0.010769896240221974,0.0,0.0
BRA_COMcom,0.0,0.0,0.0
BRA_ENRele,-2.140424580382826,0.0,0.0
BRA_ENRoil,0.05611448645005586,-0.0013565412408321107,-0.02597280180618739
BRA_EXT+,0.0,0.0,0.0
BRA_FD+,0.0,0.0,0.0
BRA_FINser,0.0,0.0,0.0
BRA_MANche,0.12846767938040668,0.0,0.0
BRA_MANfoo,-0.019931869530402352,0.004745683221524661,-0.0009491366443045823
BRA_MANfur,0.0,-0.0005697934054413127,-0.0005697934054413127
BRA_MANmet,-0.21917478795520887,0.00776114688226647,0.12510968774213752
BRA_MANmot,0.003215244298661166,-0.0002679370248885951,0.0
BRA_MANpap,0.016640816093002893,0.0,0.0
BRA_MIN+,0.04162592430873239,-0.0015136699748630772,0.0003027339949730618
BRA_PROleg,0.0017629093717121973,0.0,0.0
BRA_PUB+,0.0,0.0,0.0
BRA_RES+,0.0,0.0,0.0
BRA_TRAinl,0.07681748998583716,-0.0016758213860392436,-0.04254423970362707
BRA_TRDmot,0.09175652134331236,-0.0026109579244035213,-0.04886221258525936
CAN_ADM+,0.0,0.0,0.0
CAN_AGRagr,0.0,0.0,0.0
CAN_AGRfor,0.0,0.0,0.0
CAN_CNS+,0.05446725188730333,-0.012262260896094005,-0.011691923179995728
CAN_COMpub,0.0,0.0,0.0
CAN_ENRoil,-1.134360172385649,0.012598045392752302,0.012061958354762044
CAN_FD+,0.0,0.0,0.0
CAN_FINser,0.0,0.0,0.0
CAN_HEA+,0.0,0.0,0.0
CAN_MANfoo,0.0,0.0,0.0
CAN_MANmet,-2.7557652120070237,0.009073544912536839,0.011665986316117427
CAN_MANmot,-0.006715425020108795,-0.0009948777807563833,-0.0007461583355686626
CAN_MANpla,0.0,0.0,0.0
CAN_MANwoo,0.0,0.0,0.0
CAN_MIN+,0.0,0.0,0.0
CAN_PUB+,0.0005214253534136428,0.0,0.0
CAN_RES+,0.06704242960685623,-0.015093321848663981,-0.014391306878957595
CAN_TRAinl,-0.3078986030010656,0.07864801272309853,0.07530128877743428
CAN_TRDmot,0.047287633831750206,-0.01139753225688496,-0.010670030197935618
CHE_CNS+,-0.014532693651598459,0.021799040477394338,0.02543221389029228
CHE_ENRele,0.04058860412739148,0.01029760302408283,0.010498205680396194
CHE_ENRoil,0.7356112864587561,0.03950307343828004,-0.18737268617345612
CHE_FINser,0.22196155608304652,0.004964929543962957,0.019859718175851287
CHE_MANcom,0.05972027543967111,0.0,0.0012982668573849347
CHE_MANfoo,-3.3166247903554,0.0,0.0
CHE_MANmac,0.036945866446884794,-0.0022619918232786324,-0.0022619918232786324
